DateTime,Light_lux,Temp_C,Chlorophyll_RFU,Depth_m,fDOM_RFU,ODO_mg_L,SpCond_uS_cm,TAL_PC_RFU,pH,Turbidity_FNU
3/30/2023 13:30,10992.64,14.804,0.49,0.444,8.22,11.51,122.8,0.57,8.01,2.4
3/30/2023 13:35,16814.08,14.833,0.51,0.444,8.18,11.33,122.5,0.54,7.93,2.13
3/30/2023 13:40,13670.4,14.835,0.53,0.443,8.2,11.48,122.9,0.55,7.98,2.31
3/30/2023 13:45,17935.36,14.87,0.48,0.441,8.2,11.34,122.6,0.55,7.99,2.2
3/30/2023 13:50,6453.76,14.899,0.55,0.441,8.19,11.31,122.7,0.59,8,2.45
3/30/2023 13:55,15733.76,14.956,0.41,0.439,8.22,11.61,122.9,0.56,8.06,2.94
3/30/2023 14:00,14074.88,14.938,0.5,0.438,8.27,11.82,123,0.55,8.15,2.39
3/30/2023 14:05,17152,14.891,0.53,0.436,8.28,11.82,123,0.57,8.16,2.32
3/30/2023 14:10,13552.64,14.912,0.59,0.435,8.28,11.85,123,0.59,8.15,2.22
3/30/2023 14:15,15262.72,14.925,0.54,0.434,8.31,11.97,123,0.6,8.2,2.34
3/30/2023 14:20,14689.28,14.947,0.62,0.433,8.14,11.45,122.4,0.57,8,2.22
3/30/2023 14:25,16552.96,14.972,0.53,0.431,8.29,11.59,122.7,0.56,8.04,2.61
3/30/2023 14:30,18135.04,15.015,0.48,0.43,8.22,11.39,122.6,0.56,7.98,2.44
3/30/2023 14:35,17587.2,15.032,0.56,0.429,8.22,11.36,122.5,0.55,7.96,2.2
3/30/2023 14:40,17254.4,15.162,0.73,0.428,8.09,11.41,122.7,0.58,7.99,2.33
3/30/2023 14:45,13086.72,15.215,0.6,0.427,8.03,11.22,122.3,0.61,7.92,2.19
3/30/2023 14:50,9776.64,15.199,0.68,0.427,8.07,10.99,121.9,0.57,7.86,2.12
3/30/2023 14:55,15262.72,15.188,0.67,0.426,8.06,10.92,121.8,0.59,7.83,2.14
3/30/2023 15:00,12641.28,15.253,0.63,0.426,8.11,11.38,122.6,0.52,7.98,2.16
3/30/2023 15:05,12410.88,15.263,0.56,0.426,8.09,11.41,122.7,0.6,8,2.25
3/30/2023 15:10,13952,15.378,0.57,0.426,8.04,11.35,122.6,0.56,7.98,1.98
3/30/2023 15:15,10593.28,15.522,0.59,0.425,7.97,11.13,122.3,0.52,7.91,1.9
3/30/2023 15:20,10511.36,15.55,0.61,0.423,7.94,11.09,122.2,0.54,7.88,3.45
3/30/2023 15:25,7454.72,15.781,0.46,0.424,7.89,11.05,122.4,0.5,7.88,1.74
3/30/2023 15:30,9374.72,15.761,0.55,0.424,7.89,11.01,122.5,0.49,7.87,2.53
3/30/2023 15:35,9167.36,15.849,0.46,0.424,7.87,11.04,122.5,0.46,7.86,1.95
3/30/2023 15:40,6456.32,15.818,0.6,0.423,7.88,11.07,122.5,0.46,7.88,1.74
3/30/2023 15:45,3545.6,15.833,0.56,0.422,7.86,11,122.6,0.49,7.87,1.67
3/30/2023 15:50,3042.56,15.834,0.54,0.421,7.88,11.05,122.6,0.47,7.87,1.73
3/30/2023 15:55,5278.72,15.804,0.49,0.422,7.94,11.09,122.5,0.46,7.89,1.57
3/30/2023 16:00,9679.36,15.767,0.58,0.423,7.96,11.19,122.5,0.53,7.93,2.05
3/30/2023 16:05,11136,15.666,0.56,0.422,8.06,11.43,122.5,0.5,8.02,2
3/30/2023 16:10,10385.92,15.569,0.57,0.421,8.11,11.54,122.5,0.54,8.06,2.08
3/30/2023 16:15,4985.6,15.482,0.56,0.419,8.2,11.71,122.4,0.54,8.13,1.9
3/30/2023 16:20,6333.44,15.433,0.58,0.418,8.3,11.79,122.2,0.51,8.17,2.03
3/30/2023 16:25,3911.68,15.362,0.56,0.417,8.38,12.03,122.2,0.53,8.28,2.13
3/30/2023 16:30,5998.08,15.334,0.59,0.417,8.43,12.21,122.1,0.57,8.34,2.18
3/30/2023 16:35,7764.48,15.402,0.51,0.417,8.28,12.03,122.2,0.49,8.22,2.12
3/30/2023 16:40,5493.76,15.428,0.58,0.417,8.34,12.07,122,0.52,8.2,2.18
3/30/2023 16:45,8483.84,15.446,0.65,0.415,8.3,11.92,122.1,0.5,8.19,1.95
3/30/2023 16:50,6712.32,15.493,0.59,0.414,8.25,11.84,122.4,0.49,8.21,2.03
3/30/2023 16:55,5936.64,15.432,0.7,0.415,8.27,12,122.2,0.53,8.25,1.93
3/30/2023 17:00,4005.12,15.714,0.52,0.414,7.96,11.45,122.7,0.52,8.05,1.89
3/30/2023 17:05,6371.84,15.875,0.53,0.412,7.94,11.37,122.3,0.46,7.99,1.82
3/30/2023 17:10,6566.4,15.953,0.51,0.413,7.84,11.36,122.5,0.45,7.99,1.86
3/30/2023 17:15,6085.12,16.001,0.49,0.412,7.87,11.33,122.6,0.48,7.98,1.82
3/30/2023 17:20,5150.72,16.122,0.45,0.412,7.64,11.19,123.1,0.44,7.95,1.65
3/30/2023 17:25,3539.2,16.23,0.43,0.413,7.55,11.15,123.6,0.44,7.94,1.61
3/30/2023 17:30,1777.92,16.242,0.47,0.413,7.62,11.18,123.5,0.46,7.94,1.76
3/30/2023 17:35,1690.24,16.242,0.45,0.413,7.54,11.16,123.6,0.45,7.94,1.65
3/30/2023 17:40,1659.52,16.248,0.49,0.414,7.54,11.13,123.8,0.44,7.94,1.66
3/30/2023 17:45,1649.92,16.236,0.53,0.414,7.51,11.11,123.6,0.46,7.93,1.51
3/30/2023 17:50,1569.92,16.247,0.5,0.413,7.56,11.07,123.5,0.45,7.92,1.65
3/30/2023 17:55,1502.72,16.226,0.53,0.412,7.56,11.08,123.4,0.46,7.92,1.59
3/30/2023 18:00,1432.96,16.196,0.52,0.411,7.59,11.06,123.3,0.44,7.92,2.12
3/30/2023 18:05,1364.48,16.296,0.45,0.41,7.49,11,123.3,0.41,7.9,1.47
3/30/2023 18:10,1312.64,16.313,0.41,0.412,7.55,10.95,123.1,0.44,7.89,1.61
3/30/2023 18:15,1253.76,16.287,0.48,0.412,7.56,10.97,123.2,0.45,7.89,1.56
3/30/2023 18:20,1171.2,16.281,0.53,0.412,7.55,10.95,123.1,0.47,7.89,1.51
3/30/2023 18:25,1050.56,16.291,0.47,0.413,7.56,10.99,123.2,0.44,7.89,1.67
3/30/2023 18:30,977.92,16.324,0.55,0.412,7.56,11.03,123.1,0.44,7.91,1.5
3/30/2023 18:35,896,16.325,0.54,0.414,7.55,11,123.1,0.43,7.9,1.51
3/30/2023 18:40,786.88,16.293,0.49,0.413,7.57,10.95,123.2,0.46,7.88,1.46
3/30/2023 18:45,632.96,16.286,0.49,0.412,7.56,10.95,123.1,0.43,7.89,1.4
3/30/2023 18:50,467.84,16.303,0.5,0.412,7.52,10.88,123.3,0.45,7.87,1.62
3/30/2023 18:55,399.04,16.377,0.44,0.412,7.45,10.77,123.3,0.44,7.85,1.35
3/30/2023 19:00,300.08,16.375,0.61,0.411,7.45,10.77,123.3,0.42,7.84,1.43
3/30/2023 19:05,167.44,16.386,0.49,0.412,7.47,10.76,123.3,0.45,7.84,1.54
3/30/2023 19:10,95.72,16.37,0.55,0.412,7.46,10.75,123.3,0.47,7.84,1.45
3/30/2023 19:15,47.86,16.37,0.65,0.411,7.47,10.76,123.2,0.49,7.83,1.55
3/30/2023 19:20,18.65,16.315,0.57,0.411,7.5,10.73,123.3,0.42,7.83,1.58
3/30/2023 19:25,6.26,16.344,0.61,0.41,7.5,10.81,123.3,0.49,7.85,1.46
3/30/2023 19:30,1.61,16.308,0.55,0.411,7.5,10.71,123.3,0.48,7.83,1.57
3/30/2023 19:35,0.2,16.288,0.8,0.411,7.49,10.62,123.4,0.47,7.81,1.76
3/30/2023 19:40,0,16.297,0.52,0.411,7.52,10.67,123.4,0.46,7.81,1.57
3/30/2023 19:45,0,16.267,0.89,0.412,7.52,10.63,123.5,0.5,7.81,1.64
3/30/2023 19:50,0,16.292,0.68,0.412,7.51,10.69,123.5,0.48,7.82,1.46
3/30/2023 19:55,0,16.261,0.63,0.412,7.52,10.66,123.4,0.48,7.81,1.62
3/30/2023 20:00,0,16.199,0.6,0.412,7.48,10.59,123.5,0.48,7.8,1.93
3/30/2023 20:05,0,16.223,0.57,0.411,7.55,10.69,123.4,0.47,7.81,1.8
3/30/2023 20:10,0,16.177,0.55,0.41,7.48,10.63,123.5,0.48,7.79,2.03
3/30/2023 20:15,0,16.172,0.6,0.411,7.5,10.5,123.5,0.47,7.77,1.91
3/30/2023 20:20,0,16.162,0.56,0.411,7.51,10.61,123.4,0.47,7.8,1.85
3/30/2023 20:25,0,16.165,0.67,0.413,7.52,10.66,123.5,0.48,7.81,1.62
3/30/2023 20:30,0,16.168,0.48,0.413,7.53,10.68,123.5,0.5,7.81,1.53
3/30/2023 20:35,0,16.184,0.48,0.413,7.53,10.8,123.5,0.42,7.84,1.72
3/30/2023 20:40,0,16.188,0.52,0.413,7.53,10.81,123.5,0.45,7.86,1.49
3/30/2023 20:45,0,16.204,0.5,0.414,7.55,10.88,123.6,0.46,7.88,1.64
3/30/2023 20:50,0,16.193,0.48,0.413,7.53,10.86,123.6,0.47,7.88,1.63
3/30/2023 20:55,0,16.191,0.54,0.415,7.53,10.94,123.6,0.45,7.9,1.45
3/30/2023 21:00,0,16.182,0.49,0.415,7.53,10.9,123.7,0.47,7.9,1.52
3/30/2023 21:05,0,16.181,0.51,0.415,7.53,10.92,123.8,0.44,7.91,1.42
3/30/2023 21:10,0,16.178,0.5,0.416,7.53,10.98,123.8,0.44,7.92,1.53
3/30/2023 21:15,0,16.198,0.52,0.415,7.53,11.02,123.9,0.45,7.94,1.54
3/30/2023 21:20,0,16.196,0.51,0.416,7.52,11.04,123.9,0.48,7.95,1.8
3/30/2023 21:25,0,16.184,0.46,0.416,7.53,11.05,123.9,0.45,7.95,1.48
3/30/2023 21:30,0,16.159,0.47,0.416,7.53,11.04,124,0.43,7.95,1.44
3/30/2023 21:35,0,16.173,0.44,0.415,7.54,11.03,124,0.45,7.95,1.44
3/30/2023 21:40,0,16.152,0.5,0.414,7.53,11.02,124,0.46,7.94,1.57
3/30/2023 21:45,0,16.129,0.46,0.413,7.53,11,124.1,0.45,7.93,1.58
3/30/2023 21:50,0,16.119,0.49,0.412,7.53,10.96,124.1,0.45,7.92,1.6
3/30/2023 21:55,0,16.098,0.51,0.412,7.53,10.94,124.1,0.47,7.91,1.65
3/30/2023 22:00,0,16.057,0.5,0.411,7.53,10.93,124.2,0.46,7.9,1.49
3/30/2023 22:05,0,16.037,0.49,0.41,7.54,10.83,124.2,0.46,7.88,1.56
3/30/2023 22:10,0,15.992,0.49,0.41,7.55,10.7,124.3,0.45,7.83,1.48
3/30/2023 22:15,0,15.911,0.44,0.411,7.57,10.57,124.8,0.45,7.79,1.51
3/30/2023 22:20,0,15.865,0.51,0.411,7.57,10.4,124.7,0.47,7.72,1.7
3/30/2023 22:25,0,15.809,0.5,0.413,7.61,10.42,125,0.49,7.71,1.62
3/30/2023 22:30,0,15.821,0.54,0.412,7.6,10.58,124.6,0.46,7.71,1.84
3/30/2023 22:35,0,15.743,0.54,0.412,7.69,10.34,125.2,0.49,7.7,1.62
3/30/2023 22:40,0,15.719,0.54,0.411,7.69,10.58,125.3,0.49,7.72,2.2
3/30/2023 22:45,0,15.706,0.53,0.409,7.61,10.55,125,0.47,7.73,1.91
3/30/2023 22:50,0,15.713,0.49,0.408,7.64,10.45,124.9,0.48,7.72,1.87
3/30/2023 22:55,0,15.759,0.52,0.407,7.6,10.65,124.7,0.47,7.74,2.15
3/30/2023 23:00,0,15.734,0.55,0.406,7.6,10.61,124.6,0.47,7.77,1.77
3/30/2023 23:05,0,15.744,0.58,0.406,7.6,10.63,124.7,0.5,7.74,1.9
3/30/2023 23:10,0,15.737,0.49,0.406,7.55,10.72,124.7,0.47,7.79,1.84
3/30/2023 23:15,0,15.725,0.52,0.403,7.58,10.77,124.4,0.49,7.81,1.91
3/30/2023 23:20,0,15.7,0.5,0.403,7.6,10.76,124.5,0.48,7.82,1.83
3/30/2023 23:25,0,15.691,0.56,0.402,7.64,10.82,124.5,0.46,7.82,2.01
3/30/2023 23:30,0,15.685,0.52,0.401,7.62,10.78,124.6,0.46,7.82,1.74
3/30/2023 23:35,0,15.662,0.47,0.402,7.64,10.85,124.3,0.48,7.84,1.67
3/30/2023 23:40,0,15.653,0.48,0.401,7.65,10.82,124.5,0.47,7.83,1.7
3/30/2023 23:45,0,15.632,0.54,0.401,7.64,10.79,124.5,0.49,7.82,1.85
3/30/2023 23:50,0,15.626,0.55,0.401,7.63,10.8,124.5,0.52,7.82,1.66
3/30/2023 23:55,0,15.613,0.52,0.401,7.68,10.82,124.4,0.49,7.83,1.65
3/31/2023 0:00,0,15.604,0.45,0.401,7.68,10.87,124.4,0.48,7.83,1.64
3/31/2023 0:05,0,15.587,0.47,0.4,7.68,10.82,124.4,0.48,7.83,1.64
3/31/2023 0:10,0,15.584,0.44,0.4,7.64,10.71,124.5,0.51,7.8,1.79
3/31/2023 0:15,0,15.593,0.47,0.398,7.72,10.8,124.1,0.5,7.82,1.55
3/31/2023 0:20,0,15.574,0.49,0.397,7.75,10.88,124.2,0.48,7.84,1.63
3/31/2023 0:25,0,15.554,0.48,0.4,7.72,10.81,124.2,0.47,7.83,1.61
3/31/2023 0:30,0,15.55,0.62,0.4,7.8,10.92,124.1,0.49,7.85,1.77
3/31/2023 0:35,0,15.562,0.49,0.399,7.75,10.79,124.2,0.49,7.84,1.71
3/31/2023 0:40,0,15.541,0.58,0.4,7.76,10.87,124.2,0.53,7.84,1.79
3/31/2023 0:45,0,15.541,0.61,0.399,7.76,10.86,124.3,0.51,7.84,1.7
3/31/2023 0:50,0,15.549,0.51,0.397,7.71,10.78,124.5,0.5,7.82,1.54
3/31/2023 0:55,0,15.541,0.58,0.398,7.7,10.73,124.6,0.5,7.81,1.77
3/31/2023 1:00,0,15.555,0.5,0.399,7.64,10.67,124.7,0.49,7.81,1.61
3/31/2023 1:05,0,15.55,0.47,0.399,7.63,10.64,124.7,0.5,7.8,1.51
3/31/2023 1:10,0,15.575,0.47,0.4,7.65,10.65,124.7,0.49,7.8,1.54
3/31/2023 1:15,0,15.588,0.47,0.4,7.67,10.7,124.5,0.47,7.8,1.62
3/31/2023 1:20,0,15.582,0.45,0.402,7.72,10.78,124.5,0.51,7.82,1.54
3/31/2023 1:25,0,15.56,0.58,0.404,7.71,10.68,124.6,0.51,7.8,1.6
3/31/2023 1:30,0,15.548,0.48,0.406,7.69,10.61,124.7,0.5,7.79,1.56
3/31/2023 1:35,0,15.55,0.51,0.405,7.71,10.68,124.6,0.47,7.79,1.6
3/31/2023 1:40,0,15.547,0.54,0.404,7.74,10.67,124.6,0.5,7.79,1.64
3/31/2023 1:45,0,15.546,0.52,0.404,7.81,10.7,124.5,0.5,7.79,1.57
3/31/2023 1:50,0,15.549,0.53,0.405,7.8,10.78,124.3,0.51,7.81,1.51
3/31/2023 1:55,0,15.515,0.66,0.405,7.8,10.69,124.5,0.52,7.8,1.33
3/31/2023 2:00,0,15.5,0.47,0.404,7.85,10.8,124.3,0.48,7.81,1.68
3/31/2023 2:05,0,15.491,0.47,0.401,7.83,10.72,124.4,0.52,7.8,1.59
3/31/2023 2:10,0,15.508,0.53,0.4,7.89,10.84,124.2,0.51,7.81,1.66
3/31/2023 2:15,0,15.482,0.46,0.398,7.83,10.64,124.6,0.51,7.78,2.07
3/31/2023 2:20,0,15.469,0.53,0.397,7.83,10.58,124.6,0.51,7.75,1.64
3/31/2023 2:25,0,15.463,0.55,0.394,7.8,10.55,124.8,0.48,7.74,1.76
3/31/2023 2:30,0,15.463,0.51,0.393,7.81,10.63,124.5,0.5,7.77,1.57
3/31/2023 2:35,0,15.46,0.5,0.393,7.8,10.68,124.5,0.5,7.78,1.52
3/31/2023 2:40,0,15.445,0.5,0.395,7.81,10.64,124.6,0.51,7.77,1.61
3/31/2023 2:45,0,15.438,0.51,0.396,7.79,10.59,124.6,0.47,7.76,1.66
3/31/2023 2:50,0,15.431,0.52,0.394,7.76,10.61,124.6,0.5,7.76,1.75
3/31/2023 2:55,0,15.446,0.46,0.393,7.74,10.54,124.5,0.49,7.76,1.52
3/31/2023 3:00,0,15.453,0.47,0.394,7.73,10.57,124.6,0.47,7.76,1.52
3/31/2023 3:05,0,15.442,0.64,0.395,7.77,10.57,124.6,0.49,7.76,1.46
3/31/2023 3:10,0,15.451,0.46,0.39,7.75,10.7,124.5,0.49,7.79,1.51
3/31/2023 3:15,0,15.459,0.55,0.39,7.78,10.75,124.5,0.49,7.81,1.44
3/31/2023 3:20,0,15.446,0.49,0.388,7.79,10.77,124.5,0.52,7.81,1.63
3/31/2023 3:25,0,15.454,0.52,0.387,7.79,10.83,124.5,0.48,7.82,1.47
3/31/2023 3:30,0,15.46,0.62,0.386,7.77,10.81,124.6,0.49,7.82,1.44
3/31/2023 3:35,0,15.452,0.46,0.388,7.77,10.78,124.5,0.49,7.82,1.52
3/31/2023 3:40,0,15.443,0.45,0.394,7.77,10.77,124.5,0.47,7.81,1.5
3/31/2023 3:45,0,15.44,0.48,0.393,7.76,10.76,124.5,0.49,7.81,1.63
3/31/2023 3:50,0,15.433,0.57,0.394,7.77,10.8,124.3,0.51,7.82,1.92
3/31/2023 3:55,0,15.44,0.48,0.396,7.77,10.77,124.5,0.52,7.82,1.46
3/31/2023 4:00,0,15.425,0.49,0.393,7.78,10.67,124.7,0.51,7.79,1.64
3/31/2023 4:05,0,15.414,0.49,0.391,7.77,10.65,124.5,0.52,7.78,1.41
3/31/2023 4:10,0,15.399,0.62,0.39,7.78,10.6,124.7,0.53,7.77,1.49
3/31/2023 4:15,0,15.398,0.51,0.389,7.77,10.65,124.7,0.49,7.77,1.69
3/31/2023 4:20,0,15.382,0.61,0.391,7.76,10.58,124.8,0.49,7.76,1.69
3/31/2023 4:25,0,15.385,0.57,0.389,7.77,10.62,124.8,0.51,7.76,1.5
3/31/2023 4:30,0,15.372,0.5,0.389,7.77,10.54,124.8,0.49,7.74,1.49
3/31/2023 4:35,0,15.363,0.48,0.391,7.75,10.56,124.8,0.57,7.75,1.72
3/31/2023 4:40,0,15.35,0.59,0.392,7.75,10.51,124.8,0.55,7.74,1.71
3/31/2023 4:45,0,15.321,0.51,0.393,7.77,10.49,124.8,0.49,7.73,1.76
3/31/2023 4:50,0,15.313,0.46,0.395,7.77,10.49,124.8,0.51,7.73,1.43
3/31/2023 4:55,0,15.342,0.46,0.393,7.77,10.58,124.7,0.51,7.76,1.31
3/31/2023 5:00,0,15.355,0.54,0.392,7.77,10.65,124.6,0.49,7.78,1.39
3/31/2023 5:05,0,15.36,0.46,0.391,7.76,10.7,124.6,0.52,7.8,1.47
3/31/2023 5:10,0,15.333,0.49,0.389,7.78,10.58,124.7,0.51,7.77,1.58
3/31/2023 5:15,0,15.343,0.49,0.388,7.77,10.66,124.7,0.5,7.78,1.45
3/31/2023 5:20,0,15.348,0.48,0.39,7.77,10.67,124.6,0.52,7.79,1.23
3/31/2023 5:25,0,15.338,0.49,0.39,7.78,10.71,124.5,0.47,7.8,1.37
3/31/2023 5:30,0,15.339,0.46,0.39,7.78,10.7,124.5,0.49,7.81,1.37
3/31/2023 5:35,0,15.352,0.47,0.389,7.76,10.73,124.5,0.49,7.82,1.39
3/31/2023 5:40,0,15.356,0.45,0.389,7.76,10.72,124.6,0.48,7.83,1.48
3/31/2023 5:45,0,15.378,0.5,0.389,7.75,10.72,124.7,0.45,7.82,1.35
3/31/2023 5:50,0,15.365,0.43,0.389,7.74,10.69,124.7,0.52,7.81,1.39
3/31/2023 5:55,0,15.367,0.48,0.388,7.74,10.65,124.8,0.49,7.79,1.5
3/31/2023 6:00,0,15.353,0.48,0.39,7.75,10.61,124.9,0.53,7.77,1.78
3/31/2023 6:05,0,15.329,0.47,0.389,7.76,10.58,125,0.49,7.75,1.55
3/31/2023 6:10,0,15.31,0.53,0.389,7.82,10.62,125.2,0.49,7.73,1.58
3/31/2023 6:15,0,15.305,0.51,0.39,7.78,10.49,125.4,0.5,7.71,1.74
3/31/2023 6:20,0.2,15.294,0.57,0.39,7.82,10.52,125.4,0.54,7.71,1.74
3/31/2023 6:25,2.22,15.282,0.71,0.39,7.81,10.58,125.4,0.57,7.73,1.62
3/31/2023 6:30,17.01,15.272,0.66,0.39,7.81,10.46,125.6,0.53,7.7,1.67
3/31/2023 6:35,50.3,15.247,0.57,0.388,7.85,10.51,125.6,0.55,7.71,1.7
3/31/2023 6:40,89.28,15.232,0.66,0.389,7.8,10.4,126.3,0.58,7.67,1.62
3/31/2023 6:45,155.88,15.209,0.64,0.388,7.82,10.38,126.1,0.55,7.65,1.67
3/31/2023 6:50,301.68,15.19,0.59,0.388,7.95,10.71,125.5,0.52,7.75,1.49
3/31/2023 6:55,489.28,15.137,0.54,0.388,7.88,10.53,125.6,0.52,7.72,2.12
3/31/2023 7:00,426.24,15.12,0.63,0.388,7.91,10.51,125.6,0.55,7.71,1.6
3/31/2023 7:05,535.84,15.112,0.54,0.388,7.91,10.65,125.5,0.53,7.73,1.59
3/31/2023 7:10,911.36,15.097,0.62,0.387,7.95,10.61,125.6,0.57,7.72,1.59
3/31/2023 7:15,1383.68,15.071,0.58,0.388,7.97,10.52,125.7,0.56,7.7,1.66
3/31/2023 7:20,1594.88,15.118,0.51,0.388,8.01,10.92,125.9,0.53,7.78,1.8
3/31/2023 7:25,1722.88,15.129,0.57,0.388,7.95,10.8,125.9,0.56,7.75,1.83
3/31/2023 7:30,1802.24,15.059,0.58,0.387,8.2,11.13,125.9,0.59,7.83,1.98
3/31/2023 7:35,2014.08,15.037,0.56,0.386,8.31,11.48,126.1,0.58,7.97,2.13
3/31/2023 7:40,2401.92,15.03,0.59,0.386,8.35,11.64,125.6,0.54,8.04,2.1
3/31/2023 7:45,2348.8,14.947,0.52,0.385,8.53,11.81,125.6,0.56,8.1,2.19
3/31/2023 7:50,2780.16,14.934,0.53,0.385,8.58,12.04,126,0.53,8.16,1.93
3/31/2023 7:55,2795.52,14.915,0.56,0.384,8.47,12.02,126.6,0.58,8.15,2.15
3/31/2023 8:00,3043.84,14.938,0.54,0.38,8.33,11.73,127.3,0.52,8.05,2.2
3/31/2023 8:05,2518.4,14.94,0.62,0.384,8.33,11.67,127.5,0.54,7.99,2.45
3/31/2023 8:10,2447.36,14.941,0.55,0.382,8.4,11.79,126.5,0.54,8.05,2.35
3/31/2023 8:15,2227.2,14.944,0.54,0.382,8.34,11.71,126.6,0.55,8.04,2.14
3/31/2023 8:20,1756.8,14.946,0.52,0.381,8.3,11.59,126.7,0.55,7.98,2.11
3/31/2023 8:25,1952.64,14.917,0.54,0.38,8.32,11.69,127.1,0.56,8.02,2.14
3/31/2023 8:30,1614.08,14.902,0.51,0.38,8.35,11.86,127.1,0.56,8.08,2.24
3/31/2023 8:35,1507.2,14.903,0.57,0.38,8.41,11.95,126.7,0.57,8.12,2.3
3/31/2023 8:40,1946.24,14.912,0.48,0.377,8.42,11.9,126.7,0.55,8.15,2.18
3/31/2023 8:45,1669.12,14.909,0.51,0.377,8.41,11.82,126.8,0.55,8.11,2.21
3/31/2023 8:50,1698.56,14.913,0.53,0.376,8.4,11.85,126.9,0.54,8.1,2.13
3/31/2023 8:55,2576.64,14.919,0.51,0.376,8.37,11.82,126.5,0.54,8.09,2.48
3/31/2023 9:00,1897.6,14.938,0.49,0.375,8.35,11.71,126.4,0.52,8.06,2.47
3/31/2023 9:05,2481.28,14.961,0.48,0.375,8.3,11.55,126.2,0.57,8,2.12
3/31/2023 9:10,3335.68,14.991,0.51,0.375,8.25,11.4,126,0.5,7.95,2.23
3/31/2023 9:15,3645.44,14.994,0.49,0.375,8.22,11.38,126,0.55,7.95,2.16
3/31/2023 9:20,3617.28,14.962,0.51,0.376,8.26,11.5,126.3,0.55,7.99,2.23
3/31/2023 9:25,2086.4,15.008,0.49,0.376,8.17,11.38,126,0.51,7.95,2.11
3/31/2023 9:30,1077.44,15.003,0.5,0.377,8.17,11.41,126,0.53,7.96,2.45
3/31/2023 9:35,1078.08,14.981,0.58,0.376,8.24,11.28,126.3,0.53,7.93,2.06
3/31/2023 9:40,1126.72,14.955,0.57,0.379,8.3,11.24,126.7,0.57,7.89,1.65
3/31/2023 9:45,1049.92,14.951,0.55,0.379,8.29,11.13,126.6,0.53,7.84,1.84
3/31/2023 9:50,872,14.948,0.56,0.378,8.28,11.22,126.5,0.55,7.89,1.75
3/31/2023 9:55,1015.04,14.944,0.58,0.379,8.26,11.38,126.4,0.55,7.95,2.08
3/31/2023 10:00,833.92,14.907,0.55,0.383,8.34,11.74,126.7,0.56,8.07,2.62
3/31/2023 10:05,616.32,14.919,0.54,0.387,8.29,11.58,126.6,0.56,8.04,2.15
3/31/2023 10:10,704.96,14.917,0.51,0.385,8.27,11.54,126.4,0.54,8.01,1.8
3/31/2023 10:15,688.64,14.927,0.49,0.383,8.26,11.41,126.2,0.55,7.97,2.18
3/31/2023 10:20,1319.68,14.912,0.57,0.381,8.3,11.42,126.4,0.56,7.98,2.39
3/31/2023 10:25,3004.16,14.9,0.53,0.38,8.27,11.56,126.6,0.53,8,2.25
3/31/2023 10:30,2983.68,14.903,0.55,0.381,8.31,11.56,126.7,0.55,8.01,2.34
3/31/2023 10:35,4179.2,14.917,0.52,0.381,8.24,11.5,126.5,0.55,7.99,1.77
3/31/2023 10:40,3029.76,14.925,0.49,0.38,8.26,11.41,126.2,0.59,7.96,1.8
3/31/2023 10:45,4280.32,14.934,0.48,0.383,8.22,11.35,126.3,0.54,7.93,2.12
3/31/2023 10:50,3178.24,14.96,0.51,0.386,8.15,11.26,126,0.54,7.91,2.04
3/31/2023 10:55,3837.44,14.962,0.79,0.382,8.16,11.26,126,0.55,7.9,1.95
3/31/2023 11:00,3526.4,14.979,0.55,0.38,8.14,11.22,125.9,0.55,7.89,1.79
3/31/2023 11:05,5749.76,14.967,0.52,0.38,8.17,11.25,126,0.53,7.9,2.38
3/31/2023 11:10,8806.4,14.973,0.49,0.377,8.14,11.25,126,0.52,7.9,2.12
3/31/2023 11:15,8230.4,14.979,0.47,0.377,8.11,11.26,126.1,0.53,7.9,2
3/31/2023 11:20,9789.44,15.007,0.64,0.376,8.11,11.21,126,0.54,7.89,2.59
3/31/2023 11:25,11755.52,15.021,0.49,0.374,8.12,11.22,126,0.51,7.89,2.6
3/31/2023 11:30,11996.16,15.014,0.51,0.375,8.13,11.32,126.2,0.56,7.91,2.43
3/31/2023 11:35,8826.88,15.008,0.56,0.377,8.13,11.4,126.2,0.56,7.92,2.5
3/31/2023 11:40,5975.04,15.007,0.53,0.379,8.12,11.35,126.1,0.52,7.91,2.21
3/31/2023 11:45,7168,15.009,0.72,0.376,8.14,11.41,126.3,0.57,7.92,2.22
3/31/2023 11:50,7828.48,15.023,0.55,0.376,8.12,11.34,126.2,0.59,7.92,2.03
3/31/2023 11:55,7057.92,15.032,0.6,0.375,8.12,11.48,126.1,0.57,7.96,2.32
3/31/2023 12:00,6438.4,15.01,0.71,0.375,8.18,11.57,126.6,0.6,7.98,2.4
3/31/2023 12:05,10209.28,14.984,0.65,0.373,8.21,11.73,126.6,0.6,8.04,2.47
3/31/2023 12:10,9200.64,14.993,0.6,0.369,8.19,11.75,126.3,0.59,8.06,2.34
3/31/2023 12:15,9297.92,14.99,0.67,0.372,8.22,11.66,126.6,0.59,8.03,2.54
3/31/2023 12:20,7582.72,15.007,0.62,0.369,8.18,11.68,126.9,0.58,8.04,2.46
3/31/2023 12:25,5281.28,15.02,0.63,0.37,8.15,11.65,127,0.55,8.04,2.23
3/31/2023 12:30,21555.2,15.079,0.62,0.369,8.1,11.54,126.7,0.6,8.01,2.27
